_id,County,FIPS,Cases,Case Rate,Case Score,Positivity Rate,Positivity Score,County Score,County Score Color,Previous Positivity,Difference in Positivity
12,Clinton,18023,260,802.490000000000009094947017729282379150390625,3,0.11089999999999999857891452847979962825775146484375,2,2.5,Orange (2 and 2.5),0.1104600000000000026290081223123706877231597900390625,0.0004400000000000000156645529880705680625396780669689178466796875
13,Crawford,18025,41,387.6299999999999954525264911353588104248046875,3,0.10288999999999999535038597286984440870583057403564453125,2,2.5,Orange (2 and 2.5),0.07290000000000000646149800331841106526553630828857421875,0.0299899999999999992972288254122759099118411540985107421875
14,Daviess,18027,259,776.5900000000000318323145620524883270263671875,3,0.1289700000000000013056222769591840915381908416748046875,2,2.5,Orange (2 and 2.5),0.125819999999999987405630008652224205434322357177734375,0.00315000000000000002220446049250313080847263336181640625
15,De Kalb,18033,278,639.450000000000045474735088646411895751953125,3,0.147710000000000007958078640513122081756591796875,2,2.5,Orange (2 and 2.5),0.1533400000000000040767389464235748164355754852294921875,-0.00561999999999999999555910790149937383830547332763671875
16,Dearborn,18029,371,750.1299999999999954525264911353588104248046875,3,0.1742700000000000082334139506201609037816524505615234375,3,3,Red (3),0.1626499999999999890309965167034533806145191192626953125,0.01162999999999999971300734813439703430049121379852294921875
17,Decatur,18031,179,673.970000000000027284841053187847137451171875,3,0.0941099999999999992095212064668885432183742523193359375,1,2,Orange (2 and 2.5),0.1877999999999999947153384027842548675835132598876953125,-0.093689999999999995505817196317366324365139007568359375
18,Delaware,18035,593,519.55999999999994543031789362430572509765625,3,0.09586999999999999688693463895106106065213680267333984375,1,2,Orange (2 and 2.5),0.07008999999999999952482454546043300069868564605712890625,0.0257800000000000008315570454442422487773001194000244140625
19,Dubois,18037,225,526.490000000000009094947017729282379150390625,3,0.141720000000000012629897128135780803859233856201171875,2,2.5,Orange (2 and 2.5),0.1422499999999999875655021241982467472553253173828125,-0.000529999999999999980675180477618368968251161277294158935546875
20,Elkhart,18039,2119,1026.94000000000005456968210637569427490234375,3,0.15968999999999999861444166526780463755130767822265625,3,3,Red (3),0.17074000000000000287769807982840575277805328369140625,-0.0110500000000000007938094626069869264028966426849365234375
21,Fayette,18041,196,848.4099999999999681676854379475116729736328125,3,0.1517199999999999937561057095081196166574954986572265625,3,3,Red (3),0.11178000000000000435651514862911426462233066558837890625,0.0399400000000000032773783686934621073305606842041015625
22,Floyd,18043,388,494.1299999999999954525264911353588104248046875,3,0.0916700000000000014832579608992091380059719085693359375,1,2,Orange (2 and 2.5),0.09250999999999999501287817338379682041704654693603515625,-0.000830000000000000008604228440844963188283145427703857421875
23,Fountain,18045,121,740.240000000000009094947017729282379150390625,3,0.1448899999999999910205161768317339010536670684814453125,2,2.5,Orange (2 and 2.5),0.152579999999999993409716125825070776045322418212890625,-0.007689999999999999787114735028126233373768627643585205078125
24,Franklin,18047,112,492.1299999999999954525264911353588104248046875,3,0.18345000000000000195399252334027551114559173583984375,3,3,Red (3),0.1511099999999999943245398981161997653543949127197265625,0.032340000000000000690558721316847368143498897552490234375
25,Fulton,18049,119,595.76999999999998181010596454143524169921875,3,0.0909500000000000030642155479654320515692234039306640625,1,2,Orange (2 and 2.5),0.0708499999999999963140595582444802857935428619384765625,0.020099999999999999811262085813723388127982616424560546875
26,Gibson,18051,277,822.9600000000000363797880709171295166015625,3,0.13566000000000000280664380625239573419094085693359375,2,2.5,Orange (2 and 2.5),0.1266899999999999970601294307925854809582233428955078125,0.00897000000000000054234394752938896999694406986236572265625
27,Grant,18053,515,783.0399999999999636202119290828704833984375,3,0.1711000000000000020872192862952942959964275360107421875,3,3,Red (3),0.12144000000000000627498053518138476647436618804931640625,0.049660000000000002751132655021137907169759273529052734375
28,Greene,18055,156,488.68999999999999772626324556767940521240234375,3,0.09188000000000000333510996597397024743258953094482421875,1,2,Orange (2 and 2.5),0.091590000000000004742872761198668740689754486083984375,0.000290000000000000001700029006457270952523685991764068603515625
29,Hamilton,18057,2053,607.3799999999999954525264911353588104248046875,3,0.10929999999999999438227149539670790545642375946044921875,2,2.5,Orange (2 and 2.5),0.1180400000000000060307314697638503275811672210693359375,-0.00873999999999999950539564252949276124127209186553955078125
30,Hancock,18059,418,534.75,3,0.09532000000000000194955163124177488498389720916748046875,1,2,Orange (2 and 2.5),0.10054000000000000436539693282611551694571971893310546875,-0.00523000000000000027366997557010108721442520618438720703125
31,Harrison,18061,194,478.82999999999998408384271897375583648681640625,3,0.08164000000000000423217016987109673209488391876220703125,1,2,Orange (2 and 2.5),0.07074999999999999344968415471157641150057315826416015625,0.010899999999999999966693309261245303787291049957275390625
32,Hendricks,18063,940,551.9299999999999499777914024889469146728515625,3,0.1472400000000000097610808325043763034045696258544921875,2,2.5,Orange (2 and 2.5),0.118449999999999999733546474089962430298328399658203125,0.0287800000000000000266453525910037569701671600341796875
33,Henry,18065,316,658.720000000000027284841053187847137451171875,3,0.1173700000000000021049828546892968006432056427001953125,2,2.5,Orange (2 and 2.5),0.09085000000000000019984014443252817727625370025634765625,0.0265199999999999984356957583031544345431029796600341796875
34,Howard,18067,804,974.029999999999972715158946812152862548828125,3,0.07187000000000000332622818177696899510920047760009765625,1,2,Orange (2 and 2.5),0.07512000000000000621280804580237600021064281463623046875,-0.0032499999999999998508137810659945898805744946002960205078125
35,Huntington,18069,313,857.05999999999994543031789362430572509765625,3,0.08930000000000000437427871702311676926910877227783203125,1,2,Orange (2 and 2.5),0.1027099999999999957456253696364001370966434478759765625,-0.01341000000000000004496403249731883988715708255767822265625
36,Jackson,18071,325,734.779999999999972715158946812152862548828125,3,0.1227000000000000035083047578154946677386760711669921875,2,2.5,Orange (2 and 2.5),0.12330000000000000681676937119846115820109844207763671875,-0.000599999999999999947437878677902745039318688213825225830078125
37,Jasper,18073,220,655.5,3,0.1421699999999999908251169244977063499391078948974609375,2,2.5,Orange (2 and 2.5),0.129819999999999990958343687452725134789943695068359375,0.0123599999999999994593213870075487648136913776397705078125
38,Jay,18075,201,983.55999999999994543031789362430572509765625,3,0.1681499999999999939159778250541421584784984588623046875,3,3,Red (3),0.132379999999999997672972540385671891272068023681640625,0.035770000000000003181899188575698644854128360748291015625
39,Jefferson,18077,314,971.8999999999999772626324556767940521240234375,3,0.140919999999999989714893899872549809515476226806640625,2,2.5,Orange (2 and 2.5),0.11115999999999999492406033141378429718315601348876953125,0.029760000000000001729727472365993889980018138885498046875
40,Jennings,18079,126,454.30000000000001136868377216160297393798828125,3,0.08555000000000000104360964314764714799821376800537109375,1,2,Orange (2 and 2.5),0.06754000000000000281108469835089636035263538360595703125,0.0180100000000000017019718967503649764694273471832275390625
41,Johnson,18081,1015,641.73000000000001818989403545856475830078125,3,0.11111000000000000043076653355456073768436908721923828125,2,2.5,Orange (2 and 2.5),0.1212000000000000021760371282653068192303180694580078125,-0.01009999999999999960309526869650653679855167865753173828125
42,Knox,18083,328,896.3200000000000500222085975110530853271484375,3,0.11958000000000000573319169916430837474763393402099609375,2,2.5,Orange (2 and 2.5),0.097299999999999997601918266809661872684955596923828125,0.022280000000000001192379528447418124414980411529541015625
43,Kosciusko,18085,858,1079.839999999999918145476840436458587646484375,3,0.1227000000000000035083047578154946677386760711669921875,2,2.5,Orange (2 and 2.5),0.13261000000000000564881474929279647767543792724609375,-0.00991000000000000040578651550049471552483737468719482421875
44,La Porte,18091,627,570.5800000000000409272615797817707061767578125,3,0.1311900000000000010569323194431490264832973480224609375,2,2.5,Orange (2 and 2.5),0.120620000000000004991562718714703805744647979736328125,0.0105699999999999995348165526820594095624983310699462890625
45,Lagrange,18087,138,348.3600000000000136424205265939235687255859375,3,0.25787999999999999811706175023573450744152069091796875,3,3,Red (3),0.2884700000000000041922021409845910966396331787109375,-0.030589999999999999136246486841628211550414562225341796875
46,Lake,18089,3237,666.740000000000009094947017729282379150390625,3,0.15185999999999999499067371289129368960857391357421875,3,3,Red (3),0.15507999999999999563016217507538385689258575439453125,-0.0032200000000000002058075931898883936810307204723358154296875
47,Lawrence,18093,200,440.81999999999999317878973670303821563720703125,3,0.07416999999999999981792342396147432737052440643310546875,1,2,Orange (2 and 2.5),0.128209999999999990638599456360680051147937774658203125,-0.054039999999999997759569936306434101425111293792724609375
48,Madison,18095,782,603.5399999999999636202119290828704833984375,3,0.10587000000000000576871883595231338404119014739990234375,2,2.5,Orange (2 and 2.5),0.1175299999999999955857532540903775952756404876708984375,-0.0116600000000000002253752739989067777059972286224365234375
49,Marion,18097,5347,554.3300000000000409272615797817707061767578125,3,0.12556000000000000493827201353269629180431365966796875,2,2.5,Orange (2 and 2.5),0.126109999999999999875655021241982467472553253173828125,-0.000550000000000000033133218391157015503267757594585418701171875
50,Marshall,18099,401,866.8799999999999954525264911353588104248046875,3,0.078490000000000004209965709378593601286411285400390625,1,2,Orange (2 and 2.5),0.09006999999999999728661492781611741520464420318603515625,-0.011580000000000000015543122344752191565930843353271484375
51,Martin,18101,62,604.5800000000000409272615797817707061767578125,3,0.1262000000000000066169292267659329809248447418212890625,2,2.5,Orange (2 and 2.5),0.1053199999999999969535480204285704530775547027587890625,0.020869999999999999662492200513952411711215972900390625
52,Miami,18103,353,993.9199999999999590727384202182292938232421875,3,0.134089999999999986979304367196164093911647796630859375,2,2.5,Orange (2 and 2.5),0.1369599999999999984101606287367758341133594512939453125,-0.002870000000000000155153667691365626524202525615692138671875
53,Monroe,18105,756,509.32999999999998408384271897375583648681640625,3,0.05544000000000000316635606623094645328819751739501953125,1,2,Orange (2 and 2.5),0.0559199999999999974864550722486455924808979034423828125,-0.000489999999999999984179321899091519298963248729705810546875
54,Montgomery,18107,207,539.9299999999999499777914024889469146728515625,3,0.11576999999999999790833982160620507784187793731689453125,2,2.5,Orange (2 and 2.5),0.08767999999999999405364548010766156949102878570556640625,0.0280900000000000003852473895449293195270001888275146484375
55,Morgan,18109,334,473.82999999999998408384271897375583648681640625,3,0.1328000000000000013766765505351941101253032684326171875,2,2.5,Orange (2 and 2.5),0.08626999999999999946265205608142423443496227264404296875,0.04653000000000000191402449445376987569034099578857421875
56,Newton,18111,76,543.48000000000001818989403545856475830078125,3,0.26795000000000002149391775674303062260150909423828125,3,3,Red (3),0.1682099999999999984101606287367758341133594512939453125,0.099739999999999995328181512377341277897357940673828125
57,Noble,18113,372,779.1599999999999681676854379475116729736328125,3,0.12310000000000000108801856413265340961515903472900390625,2,2.5,Orange (2 and 2.5),0.12548999999999999044320020402665250003337860107421875,-0.0023999999999999997897515147116109801572747528553009033203125
58,Ohio,18115,29,493.6200000000000045474735088646411895751953125,3,0.12134999999999999953370632965743425302207469940185546875,2,2.5,Orange (2 and 2.5),0.060440000000000000668354260824344237335026264190673828125,0.0609200000000000019273471707492717541754245758056640625
59,Orange,18117,72,366.490000000000009094947017729282379150390625,3,0.11897000000000000630162588777238852344453334808349609375,2,2.5,Orange (2 and 2.5),0.0935499999999999942712491929341922514140605926513671875,0.0254200000000000016220358389773537055589258670806884765625
60,Owen,18119,111,533.6799999999999499777914024889469146728515625,3,0.07315000000000000668354260824344237335026264190673828125,1,2,Orange (2 and 2.5),0.09016000000000000402788913334006792865693569183349609375,-0.0170100000000000008137934770502397441305220127105712890625
61,Parke,18121,122,720.3200000000000500222085975110530853271484375,3,0.15141999999999999904076730672386474907398223876953125,3,3,Red (3),0.1067599999999999937916328462961246259510517120361328125,0.044659999999999998310240556520511745475232601165771484375
62,Perry,18123,67,349.51999999999998181010596454143524169921875,3,0.08580000000000000126565424807267845608294010162353515625,1,2,Orange (2 and 2.5),0.20869999999999999662492200513952411711215972900390625,-0.122889999999999999236166559057892300188541412353515625
63,Pike,18125,48,387.43999999999999772626324556767940521240234375,3,0.0695199999999999984634513339187833480536937713623046875,1,2,Orange (2 and 2.5),0.12443999999999999506172798646730370819568634033203125,-0.0549199999999999965982766525485203601419925689697265625
64,Porter,18127,1253,735.3799999999999954525264911353588104248046875,3,0.135110000000000007869260798543109558522701263427734375,2,2.5,Orange (2 and 2.5),0.15734999999999998987476601541857235133647918701171875,-0.0222399999999999993527399766435337369330227375030517578125
65,Posey,18129,120,471.93999999999999772626324556767940521240234375,3,0.1157600000000000017852386235972517170011997222900390625,2,2.5,Orange (2 and 2.5),0.10606000000000000149658063719471101649105548858642578125,0.00970000000000000028865798640254070051014423370361328125
66,Pulaski,18131,42,340,3,0.11275000000000000299760216648792265914380550384521484375,2,2.5,Orange (2 and 2.5),0.136390000000000011226575225009582936763763427734375,-0.023640000000000001290079154614431899972259998321533203125
67,Putnam,18133,155,412.5,3,0.0665800000000000002930988785010413266718387603759765625,1,2,Orange (2 and 2.5),0.040689999999999997004618279561327653937041759490966796875,0.025899999999999999411581796948667033575475215911865234375
68,Randolph,18135,230,932.5,3,0.11756999999999999395594585394064779393374919891357421875,2,2.5,Orange (2 and 2.5),0.1227300000000000057553961596568115055561065673828125,-0.005170000000000000116295861829485147609375417232513427734375
69,Ripley,18137,244,861.4600000000000363797880709171295166015625,3,0.1534899999999999875566203400012454949319362640380859375,3,3,Red (3),0.15298000000000000486721773995668627321720123291015625,0.0005100000000000000366373598126301658339798450469970703125
70,Rush,18139,85,512.6299999999999954525264911353588104248046875,3,0.0490400000000000002575717417130363173782825469970703125,0,1.5,Yellow (1 and 1.5),0.0493200000000000027267077484793844632804393768310546875,-0.0002700000000000000034520997171938461178797297179698944091796875
71,Scott,18143,210,879.6499999999999772626324556767940521240234375,3,0.11575000000000000566213742558829835616052150726318359375,2,2.5,Orange (2 and 2.5),0.0801199999999999967759123364885454066097736358642578125,0.035630000000000001947331185192524571903049945831298828125
72,Shelby,18145,269,601.3999999999999772626324556767940521240234375,3,0.10516999999999999959587881903644301928579807281494140625,2,2.5,Orange (2 and 2.5),0.120719999999999993978150314433150924742221832275390625,-0.01554999999999999958644192332712918869219720363616943359375
73,Spencer,18147,118,581.94000000000005456968210637569427490234375,3,0.10180999999999999772182235346917877905070781707763671875,2,2.5,Orange (2 and 2.5),0.1505599999999999993871568904069135896861553192138671875,-0.04875000000000000166533453693773481063544750213623046875
74,St. Joseph,18141,1861,684.6299999999999954525264911353588104248046875,3,0.12034000000000000252242671194835565984249114990234375,2,2.5,Orange (2 and 2.5),0.11111000000000000043076653355456073768436908721923828125,0.00922000000000000076438855245442027808167040348052978515625
75,Starke,18149,120,521.8500000000000227373675443232059478759765625,3,0.11504999999999999948929740867242799140512943267822265625,2,2.5,Orange (2 and 2.5),0.11607000000000000650146603220491670072078704833984375,-0.001020000000000000073274719625260331667959690093994140625
76,Steuben,18151,255,737.1200000000000045474735088646411895751953125,3,0.151100000000000012079226507921703159809112548828125,3,3,Red (3),0.1606700000000000072564176889500231482088565826416015625,-0.00957000000000000038136160895874127163551747798919677734375
77,Sullivan,18153,190,919.25,3,0.152579999999999993409716125825070776045322418212890625,3,3,Red (3),0.1660500000000000031530333899354445748031139373779296875,-0.0134699999999999993349764082495312322862446308135986328125
78,Switzerland,18155,39,362.759999999999990905052982270717620849609375,3,0.08881999999999999617639190319096087478101253509521484375,1,2,Orange (2 and 2.5),0.0545899999999999996358468479229486547410488128662109375,0.0342200000000000004174438572590588591992855072021484375
79,Tippecanoe,18157,1464,747.9600000000000363797880709171295166015625,3,0.11323999999999999344080237051457515917718410491943359375,2,2.5,Orange (2 and 2.5),0.08706999999999999462207966871574171818792819976806640625,0.0261699999999999988187227017988334409892559051513671875
80,Tipton,18159,87,574.3300000000000409272615797817707061767578125,3,0.13849000000000000198951966012828052043914794921875,2,2.5,Orange (2 and 2.5),0.123549999999999993161026168309035710990428924560546875,0.01494000000000000015487611193520933738909661769866943359375
81,Union,18161,35,496.17000000000001591615728102624416351318359375,3,0.07416000000000000369482222595252096652984619140625,1,2,Orange (2 and 2.5),0.11730000000000000148769885299770976416766643524169921875,-0.04313000000000000166977542903623543679714202880859375
82,Vanderburgh,18163,1038,572.05999999999994543031789362430572509765625,3,0.07176000000000000433875158023511175997555255889892578125,1,2,Orange (2 and 2.5),0.05881999999999999728661492781611741520464420318603515625,0.012940000000000000113242748511765967123210430145263671875
83,Vermillion,18165,118,761.3899999999999863575794734060764312744140625,3,0.119230000000000002646771690706373192369937896728515625,2,2.5,Orange (2 and 2.5),0.08762999999999999956035168224843800999224185943603515625,0.03160000000000000308642000845793518237769603729248046875
84,Vigo,18167,895,836.1499999999999772626324556767940521240234375,3,0.09918000000000000426769730665910174138844013214111328125,1,2,Orange (2 and 2.5),0.138600000000000000976996261670137755572795867919921875,-0.03941999999999999670929895501103601418435573577880859375
85,Wabash,18169,389,1255,3,0.1608799999999999952304818862103275023400783538818359375,3,3,Red (3),0.1121999999999999941824313509641797281801700592041015625,0.048680000000000001048050535246147774159908294677734375
86,Warren,18171,50,604.9600000000000363797880709171295166015625,3,0.135699999999999987299048598288209177553653717041015625,2,2.5,Orange (2 and 2.5),0.1899699999999999999733546474089962430298328399658203125,-0.05426999999999999879651824130633031018078327178955078125
87,Warrick,18173,335,531.759999999999990905052982270717620849609375,3,0.0880100000000000048938630925476900301873683929443359375,1,2,Orange (2 and 2.5),0.080149999999999999023003738329862244427204132080078125,0.00787000000000000025923707624997405218891799449920654296875
88,Washington,18175,136,485.08999999999997498889570124447345733642578125,3,0.10915999999999999314770349201353383250534534454345703125,2,2.5,Orange (2 and 2.5),0.10596999999999999475530643167076050303876399993896484375,0.00319000000000000012712053631958042387850582599639892578125
89,Wayne,18177,492,746.76999999999998181010596454143524169921875,3,0.106179999999999996607158436745521612465381622314453125,2,2.5,Orange (2 and 2.5),0.0720200000000000006838973831690964289009571075439453125,0.034160000000000002862154957483653561212122440338134765625
90,Wells,18179,250,883.51999999999998181010596454143524169921875,3,0.1313100000000000100452979268084163777530193328857421875,2,2.5,Orange (2 and 2.5),0.16691000000000000280664380625239573419094085693359375,-0.0356100000000000027622348852673894725739955902099609375
91,White,18181,171,709.48000000000001818989403545856475830078125,3,0.1450200000000000100097707900204113684594631195068359375,2,2.5,Orange (2 and 2.5),0.15376000000000000778044295657309703528881072998046875,-0.00873999999999999950539564252949276124127209186553955078125
92,Whitley,18183,264,777.2899999999999636202119290828704833984375,3,0.1571599999999999941469042141761747188866138458251953125,3,3,Red (3),0.185939999999999994173549566767178475856781005859375,-0.0287899999999999996191935025535713066346943378448486328125
